UID,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100
245,26,2,832,5,132,55,3,21,2,171,214,3,2127,212,3,230,3,43,29,2,3,1,2,3,2,1,3,5,1,5,13,93,11,28,38,4,4,40,197,1,51,9,6,22,4,134,5,3,74,2,418,2,412,28,5,167,5,39,11,2,3,55,3,38,53,14,30,5,2,48,32,1,30,1,30,5,4,3,1,54,5,9,8,37,4,4,17,4,60,4,2,1,23,44,18,2,4,2,4,9
246,24,5,556,1,96,467,3,4,2,263,232,5,1198,156,1,5,3,21,19,1,3,3,50,2,1,3,1,5,1,1,2,141,6,16,31,29,2,35,50,1,197,12,18,35,1,503,7,1,370,3,13,3,434,206,2,134,2,33,26,4,3,31,1,13,7,44,17,1,2,61,31,2,29,3,31,6,4,6,3,11,3,26,6,19,3,3,29,2,42,6,4,5,4,8,16,4,2,1,6,7
247,2,1,611,37,407,210,1,15,2,175,152,1,757,173,2,299,2,42,24,2,5,3,29,4,2,3,1,4,1,5,4,6,1,9,32,19,8,17,93,1,27,1,7,83,3,399,2,2,415,1,159,1,174,153,1,133,2,27,43,4,4,39,3,38,5,10,26,4,1,61,21,4,5,2,38,2,2,6,1,33,4,42,5,11,1,1,27,2,61,1,4,5,9,37,14,1,1,4,1,2
248,19,1,620,12,20,429,2,35,2,121,216,1,2319,52,4,307,1,11,18,2,1,4,23,1,1,2,3,5,1,3,9,51,3,26,10,36,18,16,229,1,201,5,17,27,2,181,8,1,132,1,183,2,187,333,3,337,4,15,57,3,1,27,4,51,48,30,28,1,3,5,33,1,47,2,26,4,2,1,4,27,3,42,10,20,3,2,51,2,18,5,3,9,27,13,9,3,1,2,2,5
249,11,3,92,46,207,345,3,5,1,344,13,4,1069,32,4,229,3,33,1,2,2,2,29,4,3,1,1,1,1,3,1,82,12,9,70,20,11,36,109,1,29,3,31,15,2,51,10,1,269,1,358,1,267,302,5,74,1,6,59,4,3,55,4,56,5,46,29,6,1,22,7,4,22,1,1,3,1,6,3,45,3,9,10,11,4,2,24,1,22,1,2,7,8,34,17,4,1,1,10,10
250,15,1,859,51,239,345,3,24,2,17,221,2,848,157,4,94,1,14,10,1,1,1,34,4,3,3,3,4,1,4,18,229,9,27,41,31,2,7,111,1,77,9,30,73,3,1056,2,1,117,3,250,3,50,6,2,177,1,3,11,4,1,29,2,11,28,14,25,2,2,37,25,3,49,1,43,2,3,3,1,64,4,31,2,45,1,5,20,1,19,4,1,9,2,23,38,1,5,4,6,5
251,25,5,319,4,261,698,1,27,1,43,125,5,1822,83,3,165,1,35,33,2,4,4,30,1,2,1,1,4,1,2,3,194,8,13,2,26,2,19,120,1,9,12,7,5,1,1137,2,2,292,3,452,1,215,90,4,39,2,44,7,5,2,55,4,2,51,26,1,2,2,63,45,4,45,1,51,4,2,1,1,25,4,1,1,8,1,3,20,4,14,1,1,4,13,27,34,4,5,2,7,7
252,18,1,450,46,221,50,1,18,2,41,177,4,1967,114,4,106,2,15,22,1,3,2,19,1,2,3,3,2,1,5,29,178,7,8,84,20,13,1,47,1,13,10,1,21,4,353,3,3,49,2,254,3,244,60,2,227,3,34,45,1,2,23,2,25,40,6,24,5,3,6,36,3,42,2,25,6,3,1,2,59,1,7,1,33,3,5,50,1,36,6,2,6,38,35,26,4,2,3,5,10
253,11,5,302,25,275,1128,2,36,2,192,23,2,1772,229,1,256,3,39,26,2,2,1,46,3,1,2,1,1,1,5,14,18,2,8,39,3,15,5,184,1,127,1,28,92,3,1018,9,1,128,3,10,3,381,200,4,144,6,29,7,2,2,15,4,64,12,46,36,2,1,36,1,1,17,3,61,2,4,3,1,21,2,34,7,15,2,3,44,5,17,5,4,2,26,36,3,4,1,3,9,7
254,11,4,406,16,360,751,3,39,1,330,166,5,1420,105,1,49,1,15,3,1,2,3,9,5,2,2,3,2,1,3,46,9,5,3,20,30,23,33,143,1,43,10,33,114,4,684,10,1,112,2,128,3,230,190,6,50,3,24,41,3,2,22,1,45,47,18,18,4,4,21,2,2,2,2,35,1,3,6,1,12,5,19,1,8,1,4,43,1,24,5,2,5,3,24,26,1,3,3,1,10
255,29,2,1018,49,345,1234,3,35,2,345,78,2,668,172,2,162,3,29,4,1,3,2,16,5,2,1,2,5,1,2,34,2,4,31,123,9,14,18,14,1,20,2,18,96,2,615,1,3,150,3,121,3,266,98,2,176,2,20,21,5,1,54,4,48,47,36,28,4,3,49,11,4,17,4,1,6,1,3,1,55,6,38,3,8,3,5,19,3,33,5,2,2,13,17,11,4,4,5,10,2
256,7,2,80,23,147,701,3,25,2,32,82,2,1936,47,3,307,3,41,11,3,4,3,4,3,2,3,3,5,1,2,41,98,11,13,84,9,2,30,176,1,81,6,28,87,3,135,10,1,154,3,165,3,52,3,6,37,1,5,18,3,2,11,3,6,29,40,1,4,1,38,35,4,43,3,17,5,1,1,1,41,2,26,1,2,1,1,62,2,24,4,2,2,38,38,5,1,3,4,6,1
257,18,5,489,15,328,1048,2,5,2,61,165,4,1794,171,5,167,3,11,18,2,5,3,14,5,3,3,1,1,1,1,33,40,12,16,35,33,19,29,162,1,122,7,33,27,1,624,3,3,7,3,130,3,305,28,3,176,6,33,28,5,2,54,2,44,46,15,50,6,4,3,15,4,40,3,34,5,1,1,1,24,3,25,4,42,2,1,18,2,34,4,3,1,32,19,7,4,3,1,6,7
258,15,4,688,49,330,332,3,34,2,300,179,1,2152,93,1,93,3,34,9,3,5,4,18,1,2,3,3,2,1,3,13,115,3,14,69,12,2,29,222,1,194,6,3,47,1,1192,10,2,122,1,85,1,241,68,2,50,1,19,44,1,3,27,3,11,38,37,40,6,1,56,33,1,48,1,27,5,1,2,3,31,4,7,2,6,2,1,19,3,58,3,4,5,4,39,32,2,5,2,9,7
259,8,1,1142,4,415,1266,1,44,1,88,160,1,2322,140,3,156,1,23,8,2,4,3,11,1,1,2,3,5,1,3,20,60,7,14,27,31,2,5,134,1,208,10,9,55,4,396,9,3,322,2,436,3,152,117,1,79,5,39,25,2,3,22,2,31,48,31,35,6,1,51,5,4,3,1,16,6,4,1,1,8,5,11,9,35,1,5,60,2,11,5,2,3,9,6,42,3,4,1,3,1
260,10,4,1223,42,3,541,3,15,1,52,6,5,317,203,1,213,2,13,34,2,5,3,42,1,3,1,1,4,1,4,18,194,2,3,90,14,2,1,57,1,48,10,7,89,1,972,7,2,307,3,438,1,332,319,6,7,2,20,22,4,3,8,4,24,51,7,1,5,4,51,25,1,20,4,13,1,3,5,4,20,6,31,9,33,2,1,7,3,22,5,3,2,2,1,26,4,2,4,2,4
261,15,1,470,32,364,965,1,44,2,235,16,2,266,220,3,86,2,34,17,2,1,2,19,5,3,2,1,2,1,4,41,15,11,22,96,12,4,21,212,1,114,2,15,63,1,1059,3,2,136,2,78,1,441,309,4,194,4,19,63,1,3,47,1,16,21,9,20,3,1,12,39,1,1,2,18,3,3,6,1,1,2,4,3,21,2,4,30,3,4,5,2,5,43,4,36,4,2,4,7,5
262,33,5,235,33,378,1263,3,9,1,80,87,3,275,65,1,274,2,11,27,3,2,3,36,2,1,1,1,1,1,4,16,8,5,9,20,1,2,4,223,1,230,8,26,96,2,1136,1,2,321,2,22,3,167,171,2,331,5,12,22,4,3,13,2,34,35,17,39,3,3,48,4,4,38,4,56,4,1,5,4,38,5,34,7,13,2,1,33,1,48,5,2,2,11,2,34,3,1,5,8,7
263,15,1,1217,23,403,1112,1,10,1,272,135,4,1864,122,5,100,1,14,6,1,1,1,11,1,2,3,1,1,1,2,23,204,7,30,2,25,10,1,26,1,65,12,3,96,1,175,4,3,325,2,193,1,57,249,4,233,2,28,17,5,3,49,3,39,22,39,6,5,2,39,9,2,50,4,46,3,3,5,1,39,3,13,2,36,4,2,1,4,15,5,2,10,28,3,25,4,2,4,1,7
264,27,3,317,51,302,251,1,44,1,205,232,3,243,42,4,282,1,21,19,2,1,2,4,4,2,1,1,3,1,2,27,42,1,33,21,11,17,29,191,1,171,5,27,24,2,1031,8,2,455,3,218,1,326,279,5,326,5,30,28,2,2,26,2,13,1,23,27,2,3,44,12,1,30,2,27,3,3,4,4,18,6,34,10,22,4,2,33,4,59,6,3,3,17,12,37,1,1,5,3,7
265,19,2,1214,46,257,82,1,43,1,26,212,2,250,55,3,342,2,3,24,2,5,3,39,4,3,2,3,1,1,4,39,141,1,32,104,26,10,21,212,1,179,7,33,93,2,1051,3,3,445,1,54,1,160,80,5,4,5,32,43,5,4,37,2,36,12,46,11,4,3,55,44,3,4,3,17,3,3,1,4,32,6,11,4,25,1,1,48,1,34,4,1,2,12,21,1,4,4,1,3,1
266,21,4,1232,35,244,65,1,44,2,164,38,4,1728,131,5,110,3,23,8,2,1,4,43,2,3,3,1,5,1,5,30,53,7,4,85,33,16,14,122,1,63,8,16,67,3,777,6,3,41,2,394,2,61,289,5,329,6,22,2,3,1,15,4,33,42,24,12,4,3,18,10,3,8,4,13,1,1,6,1,31,5,29,10,3,1,1,3,2,59,3,4,8,7,37,4,3,3,3,2,4
267,13,3,497,45,21,1197,3,21,2,24,91,1,980,40,3,5,2,31,10,2,4,3,5,5,2,1,2,2,1,5,15,9,12,2,3,26,7,13,89,1,138,2,9,70,4,648,2,1,45,3,192,1,187,213,6,77,1,33,46,1,4,19,1,22,3,18,2,2,3,19,40,4,50,1,19,3,4,3,2,3,5,33,4,36,3,1,23,2,13,6,3,4,28,41,22,3,5,5,1,6
268,25,5,304,28,361,882,1,4,1,108,68,1,386,17,1,163,2,12,20,3,5,1,1,2,2,2,2,2,1,4,41,217,5,23,34,17,15,23,64,1,102,12,32,113,1,398,3,2,222,3,257,2,250,329,5,255,2,31,38,1,2,30,2,24,56,38,29,3,4,28,34,3,23,2,29,2,3,1,4,40,3,7,2,6,4,3,14,4,32,6,1,2,9,23,29,3,4,3,2,3
269,6,5,172,13,177,512,1,10,2,83,26,2,2167,86,1,130,1,15,12,3,3,4,35,3,3,1,2,2,1,3,37,109,5,7,11,22,3,9,162,1,56,11,8,81,4,536,8,2,326,3,396,1,24,172,5,193,4,27,26,4,1,30,2,9,7,26,9,4,4,13,10,2,5,4,24,6,4,6,2,38,2,6,8,39,1,2,37,3,37,4,4,5,29,24,30,3,4,4,1,7
270,31,4,670,30,211,337,3,18,2,336,13,1,1782,5,4,267,1,18,32,2,1,4,50,4,2,3,2,1,1,1,1,30,4,20,123,28,11,9,151,1,37,10,4,23,4,829,9,3,406,1,366,2,1,34,1,182,6,37,5,3,2,37,1,56,53,18,12,3,3,44,28,2,41,2,20,5,2,2,1,7,5,9,1,11,1,1,24,3,3,1,1,1,35,13,42,4,1,1,8,5
271,23,4,379,5,20,1015,3,8,1,149,144,1,1696,103,5,332,1,29,11,1,4,1,28,3,2,3,1,3,1,4,12,113,9,30,31,7,9,1,74,1,183,4,17,118,1,1010,1,2,373,2,142,1,334,281,3,256,5,10,63,1,3,53,2,64,33,7,6,4,3,62,28,1,39,2,7,1,1,5,3,45,6,26,3,2,4,1,29,2,35,2,1,9,9,17,33,4,3,4,7,4
272,21,5,1203,15,139,435,3,32,1,172,75,1,2120,233,5,241,3,41,34,1,4,4,29,4,3,1,2,2,1,1,2,43,12,16,62,2,14,8,95,1,47,6,10,11,1,393,3,2,286,3,184,3,79,15,2,336,2,22,36,3,3,47,2,3,12,46,37,4,2,7,36,2,22,2,3,4,3,1,1,45,5,2,5,30,4,4,10,5,8,1,2,3,8,30,33,2,3,4,6,9
273,7,2,850,1,25,1235,2,41,2,322,127,2,1906,170,5,57,1,36,4,1,3,2,26,5,2,1,3,5,1,1,43,51,6,6,43,19,18,41,179,1,49,10,9,14,3,558,5,2,265,2,72,1,374,53,5,78,2,5,62,2,1,14,2,27,16,41,20,4,4,39,42,4,56,2,42,3,2,5,2,13,4,22,1,19,2,1,51,3,32,4,1,3,35,41,27,2,2,1,7,8
274,4,5,1107,37,233,1043,1,36,1,243,219,4,1094,83,5,320,3,27,7,1,2,4,12,3,1,2,2,4,1,2,15,211,8,17,80,15,19,29,121,1,46,10,3,48,3,316,10,2,53,3,373,1,314,226,4,304,6,15,13,3,1,40,3,26,44,13,24,1,1,61,23,1,26,1,33,4,2,2,1,59,4,17,6,31,1,2,19,3,45,2,3,4,20,42,38,4,1,1,8,6
275,33,3,377,13,340,559,1,1,2,272,126,5,494,144,4,79,3,17,5,1,2,4,31,3,2,2,3,5,1,3,31,145,7,34,102,14,2,12,152,1,187,11,21,70,1,245,5,2,412,2,197,1,23,138,1,344,6,40,39,3,1,50,2,41,49,9,7,2,2,11,8,1,38,1,5,1,3,3,1,28,1,25,9,25,2,2,16,3,37,1,2,7,25,19,44,2,5,2,1,10
276,11,4,1065,20,350,10,2,31,2,6,178,5,2176,109,2,126,2,34,1,1,3,2,40,4,2,2,3,2,1,5,32,231,1,13,1,1,20,27,221,1,50,4,22,75,1,703,2,1,266,2,282,3,275,146,6,112,1,32,57,2,1,5,3,48,21,43,6,1,2,9,28,3,45,2,34,5,1,3,3,44,5,35,5,18,1,3,6,1,35,6,4,5,33,30,34,1,5,5,2,3
277,14,5,76,9,143,884,2,12,2,154,232,5,2343,207,1,76,3,17,3,1,3,4,42,1,2,2,1,3,1,3,30,82,11,30,73,26,21,18,6,1,226,3,22,26,3,1016,6,3,222,1,15,2,97,325,5,116,2,16,13,5,1,27,2,43,6,27,38,4,1,32,33,3,39,3,52,5,3,4,4,53,6,6,9,6,3,1,53,3,22,5,4,6,17,36,8,3,4,4,9,2
278,18,4,381,33,266,201,1,13,2,92,232,3,1908,64,1,52,3,18,17,1,1,2,36,5,1,1,2,4,1,3,12,24,8,13,81,2,15,14,183,1,214,8,25,88,2,49,5,3,28,3,257,3,38,156,1,193,4,22,18,3,3,15,4,21,7,24,8,6,1,31,24,3,23,4,40,6,4,2,1,10,5,23,6,18,4,3,36,5,57,1,2,1,3,12,20,4,4,1,1,6
279,1,5,976,12,432,160,1,13,1,275,40,4,635,34,3,15,1,11,23,2,2,1,16,2,3,2,1,5,1,2,45,55,2,16,108,9,2,30,144,1,179,10,29,74,2,601,2,2,116,2,166,3,383,241,1,337,3,42,34,2,3,26,1,15,18,10,3,6,4,37,31,4,10,2,14,4,1,4,1,32,1,8,6,24,4,1,2,1,3,6,3,4,16,3,35,4,5,5,7,10
280,9,3,296,48,58,1143,1,22,2,295,129,1,1319,7,5,67,1,28,11,1,4,3,6,3,3,1,2,5,1,2,15,92,8,7,86,15,20,19,164,1,208,8,34,77,2,687,5,3,397,1,111,1,368,101,6,39,4,22,59,2,3,25,3,35,3,15,49,5,4,36,30,1,41,4,32,5,3,2,3,29,6,9,3,15,3,2,46,5,64,3,3,4,2,5,35,4,1,2,9,2
281,32,3,891,48,11,1283,2,30,1,323,133,3,1088,195,3,61,2,45,1,3,3,2,34,2,2,1,3,2,1,4,25,208,12,34,34,2,4,9,16,1,157,6,27,86,2,473,2,1,200,2,17,2,326,234,2,172,4,27,21,4,2,55,1,20,46,12,51,2,1,22,10,3,54,1,15,2,2,2,4,13,3,34,7,39,4,1,8,2,60,1,4,5,5,12,1,2,2,3,3,5
282,19,4,527,9,334,1313,3,25,2,211,112,4,2319,86,2,197,1,25,34,1,2,2,25,1,3,3,1,3,1,4,37,100,7,7,107,10,22,35,136,1,205,9,20,5,2,425,9,1,164,3,23,3,289,81,5,86,3,35,44,2,4,17,4,26,56,23,49,2,3,41,11,4,43,2,16,6,1,2,2,13,3,36,2,31,2,1,36,5,53,2,2,6,25,28,2,2,2,1,8,9
283,23,5,768,42,339,229,1,4,2,73,145,4,206,156,4,111,1,40,11,1,1,3,14,3,2,2,1,2,1,1,49,46,10,23,94,5,18,10,80,1,113,1,29,88,4,960,8,2,401,1,173,1,149,328,1,77,3,39,15,2,2,10,2,46,5,29,1,1,3,65,40,2,19,4,22,3,3,1,4,22,3,35,5,29,4,5,39,1,37,5,2,4,29,9,15,3,5,5,8,2
284,27,5,592,40,314,303,1,25,2,98,17,2,424,50,5,49,2,27,16,2,5,3,17,1,2,1,2,1,1,4,11,164,3,34,8,37,3,30,122,1,104,9,10,18,1,235,4,2,343,3,425,2,364,179,2,175,6,18,19,4,1,1,4,31,54,7,48,1,3,7,6,4,19,3,37,3,3,6,2,43,2,30,9,39,3,1,42,2,37,3,1,8,22,4,8,2,3,3,8,1
285,15,3,159,48,94,362,2,15,1,140,216,1,135,3,2,303,1,27,9,2,5,3,11,4,3,3,1,4,1,2,11,16,6,25,66,2,2,34,22,1,218,10,33,30,1,911,5,3,301,1,135,1,102,191,2,253,6,24,11,1,2,40,1,17,21,23,15,2,2,13,39,4,25,4,39,5,2,3,4,7,3,40,9,17,4,2,42,1,3,4,1,2,16,34,27,4,4,2,8,9
286,16,1,965,2,94,875,3,28,2,262,59,5,1092,4,5,223,1,2,12,1,5,1,31,4,1,2,3,5,1,5,43,213,8,14,67,18,9,5,126,1,44,6,25,77,2,1161,10,3,284,3,218,2,117,310,1,65,1,16,3,1,4,12,1,39,33,24,28,3,4,42,38,3,19,1,62,1,2,3,1,53,3,27,3,24,2,4,1,4,61,2,3,2,45,12,39,3,1,1,5,3
287,14,3,1001,15,292,601,3,35,1,52,50,3,1428,99,2,113,3,18,2,2,5,4,1,4,3,3,3,4,1,3,21,115,4,14,50,35,14,4,183,1,197,1,24,107,4,426,7,1,307,3,297,1,256,322,4,72,2,14,18,4,2,49,4,32,7,31,23,4,2,23,34,2,9,3,60,5,2,1,3,20,4,35,2,44,4,4,1,4,62,2,4,5,6,45,40,3,1,1,8,3
288,32,2,944,5,200,1141,2,20,1,252,200,5,11,202,3,245,3,42,19,3,3,4,32,4,3,2,1,4,1,1,14,52,7,7,69,21,20,17,213,1,117,6,6,61,1,1168,1,2,383,1,307,3,346,150,5,175,6,30,22,1,1,44,3,46,12,6,36,1,3,35,39,4,29,2,46,3,1,1,2,47,5,6,9,10,2,1,46,3,40,6,1,1,4,43,14,3,4,1,2,7
289,10,1,1068,28,141,859,1,6,1,35,53,1,1645,175,3,327,2,2,24,1,5,3,15,5,2,1,3,3,1,1,19,89,2,10,14,20,23,15,163,1,38,7,1,98,4,1032,7,2,22,2,77,2,393,26,1,53,1,4,19,3,1,34,1,43,48,22,43,6,4,56,37,1,54,1,50,1,3,1,2,54,3,30,10,36,2,5,32,4,56,4,4,8,15,40,15,1,5,2,7,7
290,12,5,1032,16,259,64,1,12,1,96,205,2,1498,90,5,33,2,16,17,2,1,3,36,2,3,1,1,4,1,2,19,216,4,23,86,12,17,7,37,1,152,8,19,35,1,628,2,1,367,2,265,1,130,251,6,191,3,7,40,4,3,33,2,25,53,13,52,1,3,53,26,2,51,3,54,5,1,5,3,8,1,40,10,4,4,5,57,3,32,1,3,9,15,39,32,4,3,4,10,10
291,26,5,733,43,189,1316,1,25,1,344,222,1,113,132,2,310,2,39,15,3,2,4,50,1,2,1,2,5,1,3,22,215,2,11,100,39,1,8,205,1,22,7,18,96,1,1007,3,1,165,2,59,2,28,91,6,279,6,8,48,1,4,47,4,19,37,42,15,2,2,12,2,1,31,1,4,5,3,1,2,11,2,23,3,45,3,3,3,2,63,1,2,8,5,31,25,1,2,5,3,4
292,6,3,522,43,351,475,3,17,2,176,84,2,2238,49,2,138,1,32,21,1,5,4,15,4,1,1,2,1,1,1,29,149,3,28,98,38,14,22,147,1,21,4,11,84,2,1029,7,2,415,3,266,1,73,96,3,213,5,44,21,4,2,15,3,5,20,25,51,2,3,25,1,3,21,3,46,3,3,5,4,57,5,29,1,29,2,4,8,1,30,2,2,10,5,34,1,3,5,1,3,10
293,27,4,316,24,340,1329,2,18,2,171,188,3,884,186,5,158,1,6,2,1,5,3,34,3,1,3,2,5,1,4,4,113,1,2,100,27,6,6,234,1,170,12,21,42,2,264,8,2,291,3,416,1,216,343,1,323,1,42,51,5,4,8,3,60,22,22,30,3,4,25,26,2,42,4,2,4,1,6,4,53,3,11,1,19,3,2,10,1,33,2,2,3,2,37,37,4,4,3,8,10
294,22,2,21,11,209,173,3,42,2,301,193,5,592,20,1,247,1,26,34,3,2,1,16,5,3,3,1,1,1,1,51,70,5,5,105,4,18,13,35,1,209,12,4,100,4,924,6,1,179,3,254,2,352,137,3,91,2,25,27,2,1,37,3,42,41,5,52,6,1,1,4,1,6,4,34,5,2,5,4,47,5,37,2,31,3,2,28,2,11,4,2,3,19,16,28,3,5,5,10,8
295,16,4,869,29,84,516,2,25,2,272,185,3,563,13,1,7,1,29,3,3,1,3,26,4,3,1,3,5,1,4,23,129,3,8,69,38,3,31,108,1,138,9,23,17,2,1078,2,1,366,3,412,3,312,319,5,33,2,7,10,1,2,45,3,1,20,42,30,4,2,54,22,2,13,2,8,5,2,4,1,27,4,4,3,3,4,4,9,4,14,2,4,1,39,8,5,2,5,2,2,8
296,2,3,1120,34,222,1195,3,16,2,105,198,4,1823,193,2,216,1,27,17,3,3,2,26,1,1,3,2,1,1,3,6,164,2,33,46,28,11,18,75,1,186,4,15,72,1,615,5,1,134,2,236,2,374,140,3,17,2,35,7,2,2,36,1,35,32,36,39,1,2,54,13,1,34,4,1,2,1,3,4,42,4,23,2,29,3,1,8,5,24,4,4,7,5,43,24,3,2,2,6,7
297,18,3,759,9,231,52,3,37,1,205,210,4,467,46,3,209,1,35,29,2,3,4,46,2,2,2,1,3,1,3,25,152,7,14,84,37,13,33,109,1,55,2,15,99,3,588,8,3,265,1,359,3,246,16,5,9,3,6,41,4,1,9,4,56,52,29,6,2,1,26,4,2,27,4,47,3,1,1,4,32,2,44,8,16,2,2,11,2,3,6,4,3,3,30,39,2,1,3,7,10
298,23,2,24,3,157,992,1,39,2,244,179,1,2239,12,3,52,1,11,9,2,1,3,46,2,3,1,3,2,1,4,45,65,2,15,100,16,20,2,187,1,46,8,4,69,4,178,10,3,286,1,110,3,54,213,3,291,1,3,28,2,1,38,3,33,3,13,45,4,3,35,12,1,12,3,23,2,3,1,2,25,2,41,2,42,2,2,25,4,39,4,2,2,9,6,2,3,3,5,6,6
299,34,3,8,4,415,376,1,33,2,87,160,3,1380,156,4,28,2,36,3,1,5,4,21,2,3,1,2,3,1,1,15,5,8,20,69,2,20,33,86,1,150,11,21,109,2,417,2,1,142,2,98,1,409,59,3,164,6,32,54,3,2,27,2,7,8,9,1,4,2,17,24,4,25,3,15,3,2,3,2,23,1,18,10,39,4,2,58,2,23,1,4,9,29,1,9,4,5,4,5,4
300,18,2,247,38,251,1113,1,31,2,220,193,4,688,133,3,68,1,41,35,3,5,4,15,3,3,2,2,5,1,4,43,138,10,4,19,31,3,39,207,1,166,1,18,101,3,873,4,3,371,1,404,1,343,30,4,140,1,29,7,2,1,55,3,22,2,16,10,6,4,47,27,2,16,3,41,4,1,1,2,51,6,6,5,2,1,4,62,4,3,4,2,8,26,15,13,1,3,1,5,4
301,10,1,813,34,417,403,2,24,1,246,191,4,1242,201,1,248,2,30,2,3,1,3,19,4,1,3,1,3,1,2,32,149,5,11,73,7,10,34,146,1,75,5,25,123,4,442,9,1,335,2,367,1,9,64,3,17,2,26,41,4,2,11,3,62,9,7,14,5,2,6,30,3,10,3,1,2,4,4,2,8,1,28,7,22,3,3,45,3,63,6,4,9,15,25,31,1,4,3,3,6
302,30,5,257,1,25,227,1,41,1,93,66,4,1158,14,3,142,1,20,3,3,2,3,23,2,1,2,1,1,1,4,23,62,9,13,48,1,9,10,164,1,215,11,33,108,1,778,4,2,300,1,452,2,8,94,3,201,1,13,54,4,1,7,4,32,19,28,23,5,4,60,25,4,56,2,20,5,2,6,1,42,5,10,7,6,1,1,7,1,30,4,1,8,35,26,24,2,1,5,1,9
303,19,1,12,37,212,707,2,25,2,324,158,1,486,234,1,239,1,37,22,2,2,4,23,3,2,2,1,5,1,2,21,214,4,19,54,10,20,28,70,1,201,12,9,86,1,768,6,1,245,2,401,3,127,148,2,150,6,30,51,2,2,22,4,54,48,15,30,5,2,23,28,2,39,1,1,3,2,4,2,59,3,13,4,18,3,3,37,3,38,6,4,6,8,20,1,4,2,3,1,4
304,6,5,844,47,114,783,1,27,1,34,138,4,793,209,5,154,3,4,15,1,3,1,37,2,1,1,3,1,1,5,26,141,11,30,63,36,20,3,76,1,169,6,31,110,2,139,10,2,420,1,425,2,335,15,2,123,2,33,41,4,4,45,2,48,21,15,48,5,1,34,39,2,26,3,23,4,1,6,1,54,3,43,1,11,2,4,15,4,57,5,3,6,24,31,22,4,4,3,7,9
305,28,4,455,20,24,337,3,8,2,341,144,2,2031,59,4,120,3,14,5,2,5,3,50,5,2,3,3,4,1,1,1,66,6,21,49,32,22,18,186,1,44,11,24,67,4,739,8,2,62,1,143,2,438,293,5,171,6,30,14,3,2,31,4,29,13,27,47,6,3,60,38,4,55,4,24,4,2,6,2,2,2,11,8,43,4,2,13,5,39,4,2,3,40,8,37,2,4,4,9,7
306,4,3,566,19,21,582,2,28,2,208,226,4,2306,212,3,309,3,34,31,2,1,3,12,1,2,1,1,4,1,2,24,3,4,9,1,28,7,38,166,1,65,11,4,42,2,990,4,2,394,2,448,3,220,99,1,15,2,28,29,1,4,30,4,33,19,11,54,4,2,6,11,4,16,1,64,2,4,1,4,15,3,21,8,19,2,3,18,3,34,1,2,4,13,7,21,2,3,3,4,7
307,18,4,27,15,412,1079,3,14,2,221,92,3,2032,38,4,135,3,17,1,3,3,3,30,1,1,1,1,1,1,5,5,88,11,34,37,25,9,40,97,1,5,3,25,118,4,89,7,1,453,1,233,3,368,243,2,126,6,37,32,1,1,14,2,23,20,44,39,6,4,16,10,4,17,3,49,3,2,5,2,36,1,26,3,38,1,4,27,4,1,2,3,5,25,26,9,4,1,2,9,10
308,21,1,77,6,302,574,3,38,1,269,115,3,1107,100,5,161,2,10,35,2,5,2,19,2,2,3,3,1,1,2,15,126,3,2,68,18,2,30,61,1,132,9,6,115,1,746,3,2,415,1,144,2,371,283,6,209,6,34,12,4,1,24,1,38,53,27,1,4,2,40,8,2,47,2,11,5,4,4,3,28,3,1,10,21,3,1,64,1,64,2,4,8,17,44,14,2,1,1,4,4
309,20,2,838,8,115,904,1,41,2,210,134,5,1536,139,3,219,2,35,31,1,5,1,22,4,2,2,2,5,1,4,21,52,1,2,40,38,15,36,62,1,159,11,20,117,2,284,6,1,50,3,210,1,297,190,4,53,1,43,19,2,4,32,1,1,33,23,23,3,3,6,13,1,56,2,26,2,3,1,4,58,1,20,4,9,4,5,36,2,51,2,2,4,16,5,38,4,3,4,3,4
310,16,5,695,35,88,564,3,27,1,205,87,2,485,64,1,318,3,24,19,2,5,2,43,3,1,1,1,3,1,2,17,85,12,6,39,24,7,6,47,1,92,8,12,56,3,622,1,1,226,3,73,1,204,162,3,202,5,1,39,1,2,54,1,3,11,29,16,5,2,9,12,3,51,2,57,4,4,6,2,54,5,1,6,12,3,4,8,4,56,2,3,3,37,27,10,4,4,4,9,9
