UID,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50
673,2,5,8,2,5,8,9,1,5,5,9,9,4,8,7,5,3,7,1,6,8,3,3,5,10,6,5,2,1,10,5,2,10,10,7,5,6,10,5,6,1,6,7,5,3,2,8,8,6,2
674,1,7,3,2,5,4,5,1,2,1,6,6,3,7,10,10,1,4,3,4,7,9,10,9,5,6,7,7,5,4,7,8,3,7,4,5,9,1,9,1,5,7,4,4,4,9,9,7,9,8
675,2,8,5,10,8,1,9,10,3,5,5,2,5,3,2,6,8,2,3,10,5,4,3,1,6,3,8,6,4,2,8,4,4,7,2,4,1,8,10,2,9,7,10,10,1,8,3,9,1,8
676,4,6,1,5,7,8,6,8,8,9,8,1,7,9,9,6,4,8,4,3,3,3,4,6,6,2,10,3,3,10,6,1,3,5,8,5,3,4,7,1,9,3,1,9,10,3,3,1,5,9
677,10,4,6,4,10,2,9,7,4,1,8,4,6,2,2,6,10,10,4,3,5,8,8,4,6,9,9,3,3,1,7,1,6,3,3,1,3,8,3,8,1,6,4,2,10,8,8,2,10,4
678,6,8,10,9,9,4,4,7,3,1,10,10,1,5,8,4,5,3,9,8,8,6,9,4,7,10,5,8,2,7,1,4,1,9,8,3,3,8,2,7,3,5,9,6,10,2,2,3,1,3
679,5,4,8,1,2,5,8,8,8,5,5,10,6,4,1,1,7,2,8,9,7,4,8,2,6,9,2,1,10,8,7,7,1,6,9,9,1,1,7,3,4,7,8,7,1,9,10,7,1,1
680,6,3,2,5,1,9,8,10,9,1,2,10,3,3,7,8,1,2,4,3,3,3,10,6,8,7,8,8,7,7,2,3,7,9,3,2,8,6,8,2,9,6,8,6,7,8,8,4,3,6
681,10,6,3,10,4,5,6,5,5,5,8,8,5,8,8,2,7,9,5,8,10,2,9,2,1,5,8,3,6,10,9,3,2,10,9,3,10,7,2,4,7,1,6,8,9,5,3,2,7,9
682,3,2,8,1,6,7,6,3,1,1,10,9,6,6,9,2,3,10,6,1,3,1,5,2,3,3,3,7,9,6,1,9,10,9,9,7,5,9,1,2,1,2,10,2,2,5,9,5,7,4
683,9,4,7,8,10,9,5,3,8,7,2,9,8,8,9,6,2,3,1,9,10,4,2,7,3,3,10,4,7,7,9,7,8,2,6,3,4,1,1,9,9,9,9,2,10,6,7,2,10,9
684,1,5,10,10,8,9,3,1,2,4,1,6,5,9,1,4,4,4,1,10,3,2,3,6,1,10,10,9,1,5,10,4,3,2,7,7,1,1,8,4,5,5,5,10,7,9,10,4,1,10
685,3,7,8,3,6,6,9,9,2,1,6,3,7,9,10,8,10,10,5,4,3,9,9,9,3,1,7,5,5,2,9,2,8,5,1,2,6,9,5,5,5,8,3,2,9,3,3,3,8,5
686,3,9,3,1,5,7,6,7,1,7,4,7,4,8,4,2,9,2,10,8,9,8,3,1,3,4,5,8,6,8,8,4,3,3,4,5,4,2,3,9,9,9,7,4,9,3,7,10,9,10
687,5,6,5,4,4,3,1,7,2,7,3,4,9,2,9,4,5,5,9,6,1,9,8,4,3,9,6,8,6,6,3,10,4,1,1,10,4,8,6,2,4,8,7,7,10,9,10,2,7,8
688,4,7,10,3,1,6,10,5,1,10,3,2,10,9,7,2,2,5,9,6,6,9,6,3,6,10,10,10,6,10,10,1,5,9,10,2,2,5,8,6,8,1,9,5,1,3,10,5,2,9
689,10,9,1,4,3,8,9,1,3,1,3,5,7,1,9,1,1,5,4,3,8,1,5,10,7,4,8,6,2,5,8,7,10,5,7,4,8,4,9,9,10,6,6,1,7,9,8,10,8,6
690,6,8,3,8,3,4,4,4,7,1,4,4,6,8,9,9,6,7,5,2,7,1,9,1,8,6,9,7,5,3,4,4,9,5,5,1,8,5,8,5,1,8,9,7,8,4,3,2,4,10
691,2,8,2,4,7,3,5,5,1,6,7,3,6,2,6,2,9,3,2,3,10,2,9,9,6,10,3,3,3,9,10,6,6,3,10,2,1,8,3,5,3,10,10,2,10,1,8,4,1,3
692,3,4,9,10,9,6,9,10,7,10,5,3,4,1,10,10,10,9,7,5,2,6,4,8,4,5,6,6,8,9,5,8,10,1,10,1,7,7,2,8,3,9,3,9,3,8,3,2,6,6
693,9,5,9,8,1,10,5,3,8,10,3,1,5,1,10,10,1,5,10,7,3,1,3,5,1,3,9,2,4,5,4,5,2,5,7,5,5,3,5,7,7,5,3,10,7,10,1,4,3,8
694,5,6,6,1,2,3,10,1,4,5,9,6,9,6,7,4,7,7,5,3,7,6,9,10,4,6,6,2,2,10,6,6,3,8,3,8,8,4,3,10,9,5,8,7,9,2,6,4,10,4
695,6,4,2,5,6,5,3,5,10,9,5,9,9,4,5,6,8,7,8,9,3,2,2,7,9,2,9,10,8,1,1,10,4,10,7,6,1,10,6,8,3,5,1,3,1,3,3,2,7,9
696,2,1,5,2,8,3,5,6,3,7,1,3,4,8,3,7,7,6,10,9,10,4,1,5,1,8,10,1,7,3,9,8,9,6,6,7,5,2,4,6,6,4,4,10,10,6,9,10,10,3
697,4,8,2,9,1,2,1,3,1,6,4,10,10,4,9,10,7,6,4,10,2,1,5,5,1,3,1,4,3,9,7,2,5,4,6,10,8,8,6,7,5,4,5,3,3,1,5,5,8,10
698,5,6,8,5,10,7,4,10,7,8,1,10,2,3,1,9,5,7,4,4,6,2,8,9,3,6,10,8,3,2,2,7,5,6,5,5,10,4,8,6,1,7,1,9,10,10,9,2,10,7
699,6,8,7,5,3,5,6,6,7,6,2,3,4,5,4,5,4,5,10,3,9,3,4,1,6,6,1,2,7,8,1,4,6,3,10,5,6,5,7,10,2,6,7,9,9,9,8,4,1,4
700,6,1,8,4,7,8,6,10,1,4,10,3,3,6,5,9,8,2,2,7,6,1,1,4,4,9,5,10,10,3,10,3,8,2,4,4,5,2,7,10,10,5,10,4,10,2,2,5,2,4
701,2,6,10,5,4,5,9,7,4,6,10,4,3,2,9,7,10,9,10,10,5,10,6,6,4,5,2,3,2,1,6,6,6,5,5,2,10,3,3,2,10,7,1,2,5,7,10,9,6,5
702,6,7,7,6,10,10,10,9,4,5,3,2,1,10,6,8,5,1,9,1,1,4,4,9,2,4,3,4,4,4,7,6,1,7,4,4,4,4,6,2,5,7,10,3,8,4,3,9,10,6
703,6,1,8,1,3,6,8,3,4,6,9,5,9,4,6,10,10,8,6,3,2,4,9,2,1,1,9,6,4,3,9,8,3,1,3,5,7,1,9,3,8,3,7,10,10,1,1,9,7,1
704,5,2,1,7,9,3,9,2,3,10,8,10,9,1,8,5,2,6,1,10,1,3,8,9,4,3,4,7,6,3,6,6,3,8,1,5,8,6,5,8,4,5,1,4,4,7,5,2,6,4
705,2,10,2,9,2,7,4,5,5,8,10,2,4,10,2,10,10,7,6,3,3,5,4,8,4,7,4,4,2,7,9,7,5,1,8,4,8,1,8,3,3,3,10,10,10,1,5,3,10,9
706,3,6,4,10,7,7,10,3,5,3,1,2,7,9,6,8,3,4,6,9,2,1,2,2,7,1,1,4,6,8,1,6,7,7,6,6,6,6,4,2,4,1,4,8,3,7,5,10,3,3
707,2,7,9,6,9,9,9,9,7,4,5,8,9,9,9,2,4,9,7,9,8,8,3,1,10,7,5,3,9,7,7,9,8,7,9,4,2,10,10,7,1,3,2,10,6,5,1,9,10,1
708,7,3,5,3,5,9,2,9,7,7,3,6,1,9,6,7,2,7,4,6,10,1,8,7,6,3,7,8,2,2,6,10,4,1,5,5,9,4,2,5,4,1,1,7,1,5,8,1,3,7
709,10,7,9,3,6,5,3,6,6,4,2,1,9,8,7,10,5,4,1,7,5,9,5,10,1,10,10,9,10,8,2,6,10,1,10,9,1,8,6,4,1,5,4,3,1,4,5,2,10,1
710,2,3,6,5,10,2,4,5,4,4,5,9,5,3,3,6,9,7,7,5,7,3,10,7,4,7,3,3,4,2,8,5,7,6,2,1,7,6,1,1,7,5,9,8,10,7,7,10,9,7
711,10,1,8,1,7,6,6,1,10,10,9,1,7,4,2,9,5,5,2,4,1,7,8,5,3,2,3,3,1,9,2,3,7,7,2,10,6,2,2,2,1,7,3,10,7,5,8,9,8,9
712,8,3,10,7,8,7,5,5,5,9,7,4,8,8,7,2,9,8,3,2,4,1,2,1,2,7,9,7,9,6,8,3,2,3,4,3,6,2,1,4,10,1,7,6,6,5,4,9,7,7
713,3,3,6,2,2,2,7,7,5,6,6,8,4,7,1,10,9,2,2,8,8,8,3,10,8,3,2,4,3,7,4,6,10,8,10,4,1,4,3,9,2,6,2,10,8,1,4,5,1,5
714,9,5,8,2,2,9,2,5,5,5,6,8,5,3,8,3,7,9,4,8,4,8,6,8,9,7,2,7,10,2,6,10,8,3,10,4,7,4,7,8,6,8,1,1,5,1,6,1,1,4
715,3,8,6,9,6,6,3,10,9,7,10,8,1,9,6,10,9,1,1,6,9,4,5,9,9,1,1,3,4,9,3,7,5,9,10,6,2,7,9,5,6,7,1,1,10,10,5,7,10,4
716,2,8,10,1,10,3,3,1,4,9,4,4,5,4,3,1,5,6,6,1,7,2,4,6,5,4,4,5,7,8,1,5,7,5,10,6,9,5,1,10,1,9,3,4,9,5,7,1,6,5
717,2,3,8,6,9,9,6,9,2,8,1,7,9,6,7,4,3,8,4,9,10,2,8,8,7,4,8,8,5,7,3,5,2,3,2,8,3,6,7,5,4,8,2,10,6,3,9,8,6,2
718,9,4,3,5,8,7,8,2,6,10,3,4,1,3,8,10,4,2,4,6,3,10,7,1,8,4,5,9,9,8,3,5,10,10,10,1,9,8,7,3,2,10,3,9,4,4,3,10,4,3
719,6,6,3,5,6,3,9,3,5,2,7,2,6,1,5,2,7,7,6,8,7,6,9,8,2,10,4,8,2,9,5,6,3,6,6,8,2,7,3,10,3,4,9,9,2,10,4,2,4,1
720,1,9,1,10,3,9,6,6,3,1,10,7,9,9,1,8,1,6,6,4,6,7,7,4,3,4,2,10,10,5,2,6,4,1,6,1,3,4,9,9,10,8,7,7,5,2,8,6,9,6
721,3,8,6,7,1,10,9,10,2,3,8,9,5,9,3,9,6,3,2,8,6,5,10,4,7,10,9,3,6,4,4,2,6,2,9,5,10,5,1,9,8,9,4,9,4,4,9,6,6,9
722,9,9,6,2,7,1,7,9,4,3,6,9,5,2,5,4,7,2,4,2,10,1,1,7,5,10,2,8,5,2,8,1,5,3,10,2,10,9,10,4,5,9,2,8,2,8,2,8,1,3
723,9,7,10,8,2,9,9,2,10,7,2,10,10,3,2,7,2,8,1,2,8,5,5,1,9,10,6,4,5,4,5,5,1,1,1,6,2,10,4,5,6,2,8,7,2,8,9,5,2,10
724,10,4,8,10,1,3,1,2,6,8,10,3,2,3,2,5,7,10,1,2,4,9,2,9,3,10,9,1,5,2,3,3,4,9,2,10,1,9,7,8,1,3,9,3,1,9,4,10,9,5
725,10,7,1,5,3,3,3,7,7,5,4,6,9,8,5,8,8,9,1,3,10,2,6,5,1,1,6,4,5,6,2,8,6,9,1,8,6,9,3,4,6,10,2,8,9,5,6,9,6,6
726,3,10,4,10,4,4,2,1,6,7,6,6,9,9,4,8,8,10,4,1,3,2,1,9,7,10,3,10,2,2,1,4,4,1,7,8,3,3,5,10,5,10,6,9,3,1,1,8,9,5
727,9,10,3,5,7,6,4,1,7,2,8,8,7,6,10,9,4,4,3,6,6,3,5,9,5,8,3,7,3,1,4,1,9,3,7,3,3,8,5,8,8,6,2,6,4,2,10,3,4,3
728,7,9,9,8,7,8,5,2,3,2,8,10,6,10,6,3,5,2,10,8,2,6,9,7,2,1,1,4,3,6,7,5,1,6,3,7,3,3,4,2,8,2,8,6,8,1,9,4,9,4
729,5,3,3,3,6,8,3,8,3,8,5,9,9,3,7,7,7,2,4,8,1,1,2,8,2,2,6,6,6,7,10,7,1,2,9,4,8,2,8,1,4,6,10,4,1,10,8,8,10,10
730,1,9,4,7,10,4,3,2,2,5,8,9,6,3,4,10,6,2,1,6,2,6,5,6,7,1,10,8,3,2,3,4,4,10,10,9,2,10,9,3,10,7,6,4,6,5,10,3,7,7
731,6,5,6,5,5,2,7,1,2,3,1,2,7,2,6,1,7,2,6,1,10,3,4,7,4,3,7,10,10,9,7,7,5,8,8,5,9,5,6,7,8,3,4,8,5,9,9,3,3,6
732,7,4,4,7,5,6,5,8,6,3,4,6,10,7,1,9,8,10,4,5,3,7,8,3,6,2,2,4,6,3,2,3,9,3,4,2,9,3,6,2,7,3,6,10,10,8,4,7,7,8
733,6,10,1,9,4,2,3,8,2,8,1,1,10,10,3,5,8,7,7,9,2,7,4,8,5,8,9,1,9,3,7,5,3,7,7,10,3,1,10,1,6,10,4,7,7,5,5,8,2,5
734,5,9,3,9,3,6,8,4,7,2,8,8,2,4,8,1,4,6,1,7,3,5,2,4,4,4,5,6,8,10,7,4,3,1,3,8,7,2,1,8,9,3,1,2,7,3,7,10,8,6
735,3,8,9,4,10,10,8,7,2,9,9,7,8,6,8,8,9,1,3,7,5,3,4,8,8,4,9,3,3,9,5,8,4,5,1,9,5,10,2,6,9,6,4,9,2,9,1,3,2,1
736,10,1,3,4,8,1,6,9,6,5,8,8,1,8,3,4,8,1,9,5,2,10,9,5,4,9,2,7,7,3,10,2,4,1,1,4,6,4,2,7,8,1,10,4,8,8,3,3,1,8
737,1,1,6,3,8,10,6,9,1,4,6,3,6,3,2,10,9,3,3,5,3,1,8,2,8,9,9,2,6,3,1,7,8,10,9,8,2,4,3,8,10,3,7,7,2,8,5,3,6,6
738,7,1,5,1,4,8,6,9,10,4,7,3,8,10,2,9,6,3,8,9,2,7,1,5,6,6,6,4,6,4,4,4,2,7,5,8,7,9,7,9,7,2,1,7,8,1,8,5,4,9
739,5,9,7,3,8,3,6,6,9,6,1,1,3,9,2,8,5,4,10,6,6,10,10,3,7,9,6,3,3,7,2,2,10,5,8,6,10,9,5,10,9,7,5,7,6,10,2,6,7,4
740,6,9,4,6,3,6,6,3,8,7,4,5,1,7,1,4,4,7,4,6,9,8,1,9,8,3,4,2,9,2,6,2,3,10,9,10,2,10,5,2,1,7,2,2,4,6,8,9,7,7
741,3,10,10,5,8,10,4,9,2,6,3,10,9,2,9,4,7,9,5,4,1,9,7,8,7,10,7,9,3,1,4,10,8,2,1,8,7,1,7,5,9,9,2,6,4,1,5,7,7,3
742,3,10,5,9,5,2,5,4,6,4,6,4,5,7,2,4,9,8,4,8,6,4,9,4,9,8,4,3,2,9,10,7,1,3,9,8,8,1,2,3,10,3,2,3,5,7,8,6,5,10
743,6,2,6,7,2,9,1,4,5,5,1,9,6,2,8,5,3,2,6,10,9,6,10,6,9,8,10,4,8,2,7,2,2,9,6,2,4,2,1,2,6,3,6,5,10,8,8,9,9,1
744,6,2,5,2,5,6,6,1,6,4,4,3,9,6,7,3,6,7,6,2,3,8,3,6,1,6,10,9,8,1,6,3,10,2,3,10,10,3,6,7,3,4,4,1,3,3,7,1,4,5
745,9,9,4,10,3,6,10,3,10,3,3,4,7,7,3,1,1,10,3,4,9,10,8,2,3,7,6,10,2,7,3,4,9,8,4,10,8,8,4,5,3,8,5,3,3,5,4,4,4,3
746,7,10,2,1,8,9,3,6,7,10,4,10,6,1,9,10,8,1,1,2,8,4,6,6,4,8,5,1,2,2,5,6,9,1,8,2,6,5,10,10,3,1,6,2,6,7,1,3,9,2
747,2,5,5,9,4,4,6,7,3,4,1,2,9,6,6,9,1,10,8,4,2,8,9,1,4,9,7,7,8,8,1,10,6,6,3,4,2,3,6,8,3,1,5,7,9,10,10,6,1,9
748,7,1,2,8,2,8,5,4,6,9,4,2,6,1,5,1,1,3,4,10,1,2,2,6,7,1,8,9,9,4,8,2,8,4,5,1,4,10,5,4,1,9,10,9,8,3,8,4,10,4
749,10,7,10,2,9,10,6,8,5,9,4,2,9,1,9,1,4,8,7,5,3,10,3,7,7,2,5,6,5,9,9,8,1,2,7,9,5,10,6,6,9,8,2,1,9,1,5,1,9,7
750,8,9,3,5,4,6,7,3,8,8,5,8,6,10,6,3,9,4,3,8,8,4,9,2,5,5,3,9,9,4,9,2,9,10,1,4,9,9,8,2,2,3,3,5,7,1,7,8,7,5
751,5,8,9,3,10,2,6,10,10,9,3,4,7,8,7,7,3,5,10,9,1,1,7,5,6,7,9,9,5,4,4,8,2,5,5,9,10,3,2,1,4,8,4,6,9,1,6,3,6,4
752,1,8,7,7,3,9,8,4,2,4,10,9,7,4,9,5,6,6,4,8,9,3,7,10,9,4,2,9,4,1,2,9,4,4,6,8,3,1,8,3,7,7,5,10,5,7,1,8,3,4
753,1,4,7,8,8,3,5,2,9,5,3,1,2,1,7,9,6,6,4,8,6,5,5,10,6,5,2,7,4,2,9,8,3,3,2,9,6,7,7,10,3,6,5,10,5,8,1,9,5,10
754,5,2,1,6,2,3,9,1,7,7,2,4,1,10,5,10,7,10,7,2,4,6,8,1,4,7,4,2,8,3,8,8,8,4,2,10,8,9,2,7,7,9,8,6,6,2,1,1,3,9
755,3,6,5,1,6,6,2,2,4,5,9,5,2,1,2,7,9,9,9,2,4,7,5,2,6,9,9,1,1,6,8,9,2,2,1,2,8,4,8,7,7,7,9,3,8,4,1,4,4,10
756,6,8,10,5,8,6,3,9,5,1,10,1,7,2,2,9,7,6,6,6,4,4,3,1,6,7,5,9,3,6,3,4,2,3,4,8,3,1,3,1,10,8,10,8,1,6,3,2,7,9
757,7,9,3,1,7,5,7,2,5,5,5,10,9,2,5,4,8,1,5,8,4,8,6,2,6,9,9,3,9,7,6,2,7,8,10,4,8,9,9,10,3,9,6,5,10,3,8,4,2,10
758,4,8,10,3,4,10,1,10,8,8,4,5,1,4,3,8,2,2,5,6,1,6,7,4,1,2,2,6,5,10,6,1,5,4,2,8,8,9,3,8,4,2,1,4,2,3,7,4,7,8
759,4,8,2,8,4,8,10,5,8,2,2,4,1,8,8,9,4,3,1,4,7,10,6,4,8,4,10,3,2,7,4,8,10,3,10,7,4,6,1,8,2,5,5,2,10,10,10,1,10,7
760,3,3,6,10,1,7,2,8,4,7,1,3,8,4,10,8,7,10,5,6,7,7,1,2,7,7,1,10,9,2,7,8,4,8,2,9,9,7,2,1,5,10,2,10,1,4,1,3,4,9
761,5,2,4,7,2,9,2,8,8,4,6,8,5,7,9,2,10,3,1,3,9,9,7,9,5,4,6,5,8,10,5,6,1,6,4,3,2,8,1,7,4,3,3,1,1,5,6,5,3,7
762,4,10,1,9,1,7,10,7,6,7,6,3,9,5,2,1,2,1,10,9,4,2,6,4,5,7,1,7,5,1,4,8,6,1,4,2,7,8,8,5,6,3,3,3,2,2,5,1,5,8
763,2,10,10,6,1,5,8,9,4,2,6,7,5,1,1,3,5,8,1,5,9,6,3,2,3,2,5,5,1,5,10,1,10,5,3,10,8,7,5,4,4,9,2,1,6,8,8,9,6,8
764,4,7,6,3,4,5,3,8,3,2,4,4,3,5,3,3,7,2,2,5,6,1,4,1,6,6,6,5,9,9,8,8,8,2,2,9,5,5,10,6,9,4,6,8,10,8,6,10,6,10
765,2,2,8,8,4,8,8,6,10,5,3,4,1,10,8,2,1,6,8,9,4,4,3,3,1,6,3,3,9,8,8,4,1,8,1,2,10,4,2,1,9,8,6,6,3,6,6,5,10,1
766,4,5,9,4,10,4,9,8,9,3,2,2,4,6,6,4,7,7,4,8,10,1,9,10,7,10,6,7,8,9,2,2,8,4,1,7,6,9,3,10,1,10,2,1,9,10,5,3,7,9
767,9,6,9,8,7,2,10,10,10,4,5,2,6,10,6,2,4,9,5,6,8,3,5,6,8,9,1,7,1,10,6,5,3,8,7,2,3,8,6,3,1,3,5,4,5,2,6,1,9,8
768,4,10,6,7,7,1,10,9,8,3,2,7,3,7,2,1,9,8,10,9,5,2,7,10,9,3,6,5,6,7,3,1,10,2,2,2,8,6,2,10,7,4,1,5,7,2,10,5,4,4
769,10,6,2,3,1,3,9,8,10,6,10,1,9,8,4,1,9,7,7,1,10,8,3,1,5,2,5,1,4,4,7,10,1,10,10,1,1,5,1,7,6,9,8,2,6,3,4,3,7,7
770,4,1,9,7,6,10,9,5,8,2,7,2,7,3,8,2,3,7,7,7,7,3,5,7,3,7,1,1,6,9,6,8,6,3,10,8,3,10,5,7,7,6,8,10,6,6,2,8,5,8
771,5,4,1,10,2,5,6,7,9,1,8,3,8,10,8,10,4,10,4,4,6,10,2,6,7,8,2,4,1,1,3,3,8,7,4,2,5,5,7,3,4,9,8,4,5,10,5,8,3,7
772,7,9,7,1,1,6,7,4,8,4,3,6,1,5,10,6,8,4,7,6,10,3,2,1,9,9,9,4,4,10,9,1,9,4,9,2,9,4,9,6,7,2,4,1,10,5,4,7,9,6
773,9,5,8,3,3,9,9,1,5,9,9,2,8,5,1,1,5,10,4,1,1,2,8,7,2,5,1,10,6,5,9,8,6,6,1,2,1,5,1,2,6,7,9,7,5,4,7,8,9,1
774,1,9,7,1,4,10,8,6,8,8,9,6,2,8,4,10,1,9,2,7,8,4,6,2,10,4,10,6,6,8,3,3,2,10,7,2,4,7,6,4,3,8,8,9,1,9,10,6,7,8
775,1,7,4,4,3,4,9,9,9,2,5,10,4,7,7,7,1,8,5,2,2,4,4,2,10,4,10,3,7,10,7,3,5,1,9,1,5,7,8,9,6,5,10,4,1,8,10,6,10,7
776,1,10,6,2,4,2,10,10,4,9,7,7,1,4,5,3,8,4,10,6,8,10,9,2,6,4,1,5,6,3,6,6,8,5,1,4,6,10,9,8,8,7,4,10,10,8,1,7,2,2
777,4,1,6,10,3,3,3,5,8,8,5,5,4,4,9,8,5,4,8,6,3,9,4,8,4,5,5,6,3,4,9,5,10,7,8,1,8,3,8,2,2,5,2,2,7,3,1,5,7,2
778,9,2,1,9,7,5,4,8,2,8,9,3,9,1,6,3,8,2,3,4,1,7,6,2,1,9,3,8,6,10,4,1,10,2,5,1,5,8,3,4,7,9,2,2,6,6,1,6,3,2
779,10,8,4,6,9,5,6,3,5,5,8,10,5,7,10,6,8,6,4,3,4,1,1,3,2,8,5,1,1,9,10,2,1,2,4,5,1,9,1,9,6,8,2,8,5,5,6,1,2,9
780,9,9,5,3,8,4,9,2,8,8,7,9,6,10,4,7,7,10,7,6,2,6,5,9,1,10,7,9,8,8,1,5,7,5,5,9,5,7,2,2,1,5,1,10,5,6,4,7,9,5
781,5,10,6,6,9,10,3,9,9,1,7,3,3,3,7,7,6,3,4,5,3,1,10,4,9,1,2,7,8,4,10,5,3,1,4,9,1,2,6,3,10,5,10,8,7,3,10,7,10,6
782,9,2,2,2,7,2,1,2,5,10,8,9,8,8,1,3,2,10,4,8,4,7,2,2,3,4,8,7,3,10,9,3,8,9,5,5,2,1,6,10,7,7,7,9,3,8,3,6,4,1
783,9,7,8,9,3,8,9,6,6,9,7,2,2,7,7,2,4,9,1,4,10,2,10,1,6,8,1,9,1,3,10,9,6,6,9,9,10,7,10,2,1,1,8,8,9,9,7,9,8,4
784,7,2,5,4,5,6,10,7,1,7,1,10,2,4,5,3,6,2,2,9,10,10,7,1,4,10,9,6,1,8,1,5,6,8,9,8,6,1,2,7,1,7,1,10,9,7,7,2,4,5
785,1,5,10,4,8,6,1,7,6,4,10,7,9,9,9,6,1,9,6,1,7,10,5,3,3,10,10,4,10,8,8,6,8,5,3,2,1,1,4,7,10,10,6,4,4,2,5,6,6,4
786,1,6,5,1,8,8,4,1,3,3,5,7,5,6,9,9,4,1,4,2,6,6,4,5,9,9,5,8,8,2,4,10,8,5,5,2,6,4,7,1,5,5,10,7,3,9,2,8,5,2
787,7,1,2,5,3,1,8,9,8,8,6,9,10,9,10,2,6,8,5,7,7,9,8,5,8,3,1,3,8,3,2,1,1,9,3,9,3,3,3,1,5,7,3,7,1,8,7,3,4,10
788,9,7,6,10,4,2,10,6,9,9,9,2,4,1,9,7,1,8,5,6,1,6,9,6,2,7,10,5,1,8,9,4,5,8,10,8,5,5,5,4,5,8,3,4,3,2,1,10,5,7
789,1,7,8,7,2,6,3,1,3,1,2,2,10,2,10,5,7,10,4,9,8,2,1,5,3,1,7,1,3,8,5,2,8,7,3,3,5,7,5,8,8,10,10,10,9,7,3,3,1,3
790,2,4,9,6,10,2,5,10,9,10,2,4,8,9,7,4,9,6,8,2,6,6,7,8,6,2,7,2,4,9,5,6,5,9,5,4,9,2,2,1,9,1,2,2,1,3,10,1,3,1
791,4,5,8,6,3,10,6,6,3,5,1,5,5,3,3,4,7,1,1,2,5,10,7,2,1,6,3,7,10,6,10,7,4,7,3,4,2,4,7,5,7,6,3,8,3,6,4,10,6,7
792,8,6,7,5,8,4,7,9,7,1,7,7,5,7,9,1,10,9,6,6,6,2,7,7,5,7,10,4,7,1,5,3,6,9,2,8,3,1,1,3,4,5,3,7,8,9,10,2,6,3
793,10,3,3,6,6,2,3,4,2,9,8,8,8,4,7,5,7,1,10,8,9,7,7,8,3,8,3,7,10,1,6,5,10,1,10,2,5,2,9,1,3,10,9,10,10,1,9,2,7,7
794,4,9,5,9,6,10,8,8,9,6,1,7,9,5,4,10,8,7,10,8,9,2,2,1,2,4,1,6,2,10,2,8,8,3,9,7,8,9,2,6,7,6,5,8,1,4,8,3,9,5
795,9,4,2,9,5,9,2,10,10,6,4,10,7,8,7,7,9,2,6,10,10,5,3,10,10,7,7,5,6,9,9,6,2,8,10,5,6,5,7,2,1,4,8,3,1,2,8,7,10,3
796,4,9,2,8,7,8,8,8,3,9,7,1,9,2,9,7,6,3,9,7,2,5,8,9,7,7,5,1,4,8,4,6,1,4,4,5,4,4,1,1,4,9,7,7,4,7,1,4,4,4
797,7,3,7,4,7,3,3,1,10,10,5,9,4,2,2,6,6,10,4,1,8,7,4,5,4,9,10,6,7,7,9,6,10,6,7,3,9,3,8,10,6,3,10,2,9,6,7,3,10,5
798,7,2,1,4,8,5,4,7,6,5,1,7,5,7,1,4,5,10,7,8,3,6,2,10,10,2,3,6,1,4,8,5,8,3,4,6,2,5,2,2,6,8,10,5,9,9,1,2,8,2
799,8,1,6,4,2,8,7,4,5,7,4,4,5,10,2,2,8,6,5,5,10,3,3,4,6,3,2,5,4,2,4,10,5,4,5,9,6,2,7,5,6,3,10,5,8,6,5,5,6,4
800,1,10,3,3,10,9,8,2,1,4,1,9,6,9,4,9,5,8,8,6,4,5,3,5,6,4,3,9,9,8,6,1,1,3,9,3,3,2,10,8,7,1,6,10,8,5,9,9,10,1
801,7,5,5,8,9,5,9,2,8,8,4,6,9,9,7,10,2,3,1,3,1,5,7,4,6,8,5,9,3,3,5,7,5,6,6,7,5,6,7,7,6,4,10,7,8,10,8,7,3,3
802,7,8,8,4,6,10,8,6,5,1,9,1,9,5,8,5,5,3,7,9,7,9,1,10,9,8,1,10,7,4,3,9,2,9,6,7,6,10,9,7,10,9,3,5,9,1,6,7,1,2
803,8,8,9,3,10,6,6,1,4,5,5,6,2,8,8,9,9,8,5,3,4,1,6,9,2,2,1,5,8,4,1,4,9,5,9,2,10,5,10,10,1,4,5,10,5,1,2,2,2,6
804,3,5,1,6,5,7,9,1,8,1,5,4,5,8,5,1,9,2,4,1,2,2,10,4,4,2,9,5,5,5,3,5,7,8,2,2,1,1,9,6,4,9,9,7,1,3,10,4,5,7
805,9,3,1,2,1,10,10,7,10,5,9,9,9,9,8,6,8,6,1,1,7,1,2,8,8,6,3,2,8,10,1,1,4,9,4,10,4,1,4,3,2,9,7,3,2,5,7,9,5,1
806,1,7,6,7,10,5,6,3,5,1,7,3,2,5,3,4,9,2,1,3,3,7,3,8,8,2,3,1,1,6,6,4,1,4,2,7,7,3,2,4,2,10,9,5,3,1,10,2,4,4
807,6,10,1,9,4,5,7,1,7,2,1,2,3,9,6,4,2,4,4,2,1,3,6,1,2,2,6,3,4,9,8,6,1,5,1,1,10,6,4,2,1,10,2,4,1,5,3,9,4,9
